MAG_id,superkingdom,phylum,seq_total,unknown_per
MASTER_WP4_FFoQSI_3__VB07-30__bin.14,Bacteria,Actinobacteria,432,0.983796296
MASTER_WP4_FFoQSI_1__KM-5G__bin.21,Bacteria,Actinobacteria,487,0.987679671
MASTER_WP4_FFoQSI_1__VB-03-BD__bin.47,Bacteria,Actinobacteria,600,0.986666667
MASTER_WP4_FFoQSI_1__VB-16-AG__bin.15,Bacteria,Actinobacteria,312,0.983974359
MASTER_WP4_FFoQSI_1__VB-15-AG__bin.6,Bacteria,Actinobacteria,373,0.983914209
MASTER_WP4_FFoQSI_2__VB11-30__bin.9,Bacteria,Actinobacteria,519,0.984585742
MASTER_WP4_FFoQSI_1__RC17-F-BR__bin.53,Bacteria,Actinobacteria,538,0.985130112
MASTER_WP4_FFoQSI_1__VB-08-M3__bin.4,Bacteria,Actinobacteria,347,0.982708934
MASTER_WP4_FFoQSI_1__VB-15-M11__bin.37,Bacteria,Actinobacteria,351,0.988603989
MASTER_WP4_FFoQSI_2__VB10-30__bin.8,Bacteria,Actinobacteria,473,0.983086681
MASTER_WP4_FFoQSI_1__VB-08-AG__bin.25,Bacteria,Actinobacteria,580,0.984482759
MASTER_WP4_FFoQSI_1__VB-15-M10__bin.13,Bacteria,Actinobacteria,231,0.978354978
MASTER_WP4_FFoQSI_2__VB15-30__bin.25,Bacteria,Actinobacteria,436,0.986238532
MASTER_WP4_FFoQSI_1__KM-5D__bin.47,Bacteria,Actinobacteria,537,0.985102421
MASTER_WP4_FFoQSI_1__VB-05-BD__bin.41,Bacteria,Actinobacteria,351,0.985754986
MASTER_WP4_FFoQSI_1__VB-14-M17__bin.11,Bacteria,Actinobacteria,524,0.986641221
MASTER_WP4_FFoQSI_1__KM-4D__bin.9,Bacteria,Actinobacteria,535,0.988785047
MASTER_WP4_FFoQSI_1__KM-4G__bin.26,Bacteria,Actinobacteria,487,0.985626283
MASTER_WP4_FFoQSI_1__VB-14-M18__bin.23,Bacteria,Actinobacteria,460,0.984782609
MASTER_WP4_FFoQSI_3__VB08-29__bin.30,Bacteria,Actinobacteria,611,0.985270049
MASTER_WP4_FFoQSI_1__KM-2D__bin.15,Bacteria,Actinobacteria,468,0.987179487
MASTER_WP4_FFoQSI_3__VB13-30__bin.13,Bacteria,Actinobacteria,259,0.992277992
KastmanEK_2016__CSB694__bin.3,Bacteria,Actinobacteria,549,0.983606557
MASTER_WP4_FFoQSI_1__VB-04-AD__bin.36,Bacteria,Actinobacteria,541,0.98336414
MASTER_WP4_FFoQSI_1__VB-04-BG__bin.35,Bacteria,Actinobacteria,566,0.982332155
MASTER_WP4_FFoQSI_1__VB-06-BG__bin.24,Bacteria,Actinobacteria,381,0.98687664
MASTER_WP4_FFoQSI_2__VB08-30__bin.12,Bacteria,Actinobacteria,614,0.98534202
MASTER_WP4_CSIC_2__P2558__bin.46,Bacteria,Actinobacteria,405,0.980246914
MASTER_WP4_FFoQSI_1__VB-03-M5__bin.10,Bacteria,Actinobacteria,198,0.994949495
MASTER_WP4_FFoQSI_1__VB-16-BD__bin.64,Bacteria,Actinobacteria,537,0.983240223
MASTER_WP4_FFoQSI_1__VB-08-M4__bin.28,Bacteria,Actinobacteria,342,0.985380117
MASTER_WP4_FFoQSI_1__RC17-F-AR__bin.9,Bacteria,Actinobacteria,559,0.987477639
MASTER_WP4_FFoQSI_1__VB-08-BD__bin.61,Bacteria,Actinobacteria,565,0.985840708
MASTER_WP4_FFoQSI_1__KM-1G__bin.22,Bacteria,Actinobacteria,288,0.972222222
MASTER_WP4_FFoQSI_1__VB-15-M12__bin.3,Bacteria,Actinobacteria,389,0.989717224
MASTER_WP4_FFoQSI_3__VB04-30__bin.7,Bacteria,Actinobacteria,579,0.984455959
WolfeBE_2014__873_Challerhocker__bin.1,Bacteria,Actinobacteria,618,0.985436893
MASTER_WP4_FFoQSI_2__VB04-29__bin.8,Bacteria,Actinobacteria,591,0.984771574
MASTER_WP4_FFoQSI_2__VB06-29__bin.33,Bacteria,Actinobacteria,418,0.985645933
MASTER_WP4_FFoQSI_2__VB05-25__bin.13,Bacteria,Actinobacteria,576,0.984375
MASTER_WP4_FFoQSI_1__VB-05-BG__bin.31,Bacteria,Actinobacteria,403,0.990074442
KastmanEK_2016__CSB409__bin.4,Bacteria,Actinobacteria,489,0.993865031
MASTER_WP4_FFoQSI_2__VB16-30__bin.19,Bacteria,Actinobacteria,37,0.837837838
MASTER_WP4_UNINA_1__PR006_71775__bin.6,Bacteria,Firmicutes,502,0.922310757
DeFilippisF_xxxx__DS_63__bin.4,Bacteria,Firmicutes,306,0.526143791
MASTER_WP4_UNINA_1__SC012_71775__bin.4,Bacteria,Firmicutes,555,0.587387387
DeFilippisF_xxxx__DS_12__bin.14,Bacteria,Firmicutes,675,0.64
DeFilippisF_xxxx__DS_63__bin.14,Bacteria,Firmicutes,254,0.539370079
MASTER_WP4_UNINA_1__GO004_71775__bin.34,Bacteria,Firmicutes,489,0.693251534
MASTER_WP4_CSIC_2__P2619__bin.2,Bacteria,Firmicutes,402,0.711442786
MASTER_WP4_UNINA_2__H-29__bin.15,Bacteria,Actinobacteria,583,0.939965695
MASTER_WP4_UNINA_1__FO007_71775__bin.45,Bacteria,Actinobacteria,570,0.947368421
MASTER_WP4_UNINA_1__PR102_71775__bin.19,Bacteria,Actinobacteria,382,0.963350785
MASTER_WP4_UNINA_1__GO102_71775__bin.18,Bacteria,Actinobacteria,473,0.957716702
MASTER_WP4_CSIC_1__P2247_73323__bin.8,Bacteria,Actinobacteria,351,0.948717949
DeFilippisF_xxxx__DF_58__bin.13,Bacteria,Actinobacteria,422,0.94549763
WolfeBE_2014__705_Forme_dAmbert__bin.1,Bacteria,Actinobacteria,577,0.94627383
MASTER_WP4_UNINA_2__H-30__bin.13,Bacteria,Actinobacteria,529,0.948960302
MASTER_WP4_CSIC_2__P2558__bin.5,Bacteria,Actinobacteria,595,0.94789916
MASTER_WP4_UNINA_1__GO013_71775__bin.5,Bacteria,Actinobacteria,560,0.941071429
DeFilippisF_xxxx__DF_79__bin.22,Bacteria,Actinobacteria,551,0.952813067
DeFilippisF_xxxx__DF_11__bin.21,Bacteria,Actinobacteria,580,0.939655172
MortensenS_xxxx__WK064-1-L-08h-05A2_S54__bin.6,Bacteria,Proteobacteria,325,0.895384615
DeFilippisF_xxxx__DS_112__bin.17,Bacteria,Firmicutes,217,0.806451613
MASTER_WP4_UNINA_1__SF013_71775__bin.27,Bacteria,Firmicutes,217,0.806451613
MASTER_WP4_UNINA_1__FI009_71775__bin.16,Bacteria,Firmicutes,220,0.804545455
LeechJ_xxxx__AF25__bin.13,Bacteria,Firmicutes,262,0.790076336
WolfeBE_2014__365_Stichelton__bin.2,Bacteria,Proteobacteria,668,0.769461078
WalshAM_2020__ERS3466778__bin.3,Bacteria,Proteobacteria,326,0.73006135
WolfeBE_2014__337_Mileens__bin.3,Bacteria,Proteobacteria,594,0.767676768
WolfeBE_2014__319_Tarentaise__bin.1,Bacteria,Proteobacteria,754,0.775862069
DeFilippisF_xxxx__DF_102__bin.8,Bacteria,Firmicutes,495,0.777777778
MASTER_WP4_UNINA_2__O-25.1__bin.11,Bacteria,Firmicutes,479,0.762004175
MASTER_WP4_CSIC_2__P2625__bin.1,Bacteria,Firmicutes,611,0.764320786
MASTER_WP4_CSIC_1__P2232_73323__bin.12,Bacteria,Firmicutes,223,0.708520179
MASTER_WP4_CSIC_2__P2623__bin.6,Bacteria,Firmicutes,295,0.701694915
MASTER_WP4_CSIC_2__P2637__bin.1,Bacteria,Firmicutes,396,0.737373737
MASTER_WP4_FFoQSI_3__VB07-21__bin.3,Bacteria,Firmicutes,271,0.734317343
MASTER_WP4_UNINA_1__PR012_71775__bin.8,Bacteria,Firmicutes,272,0.911764706
MASTER_WP4_CSIC_2__P2485__bin.2,Bacteria,Firmicutes,317,0.921135647
DeFilippisF_xxxx__DS_112__bin.4,Bacteria,Firmicutes,482,0.630705394
MASTER_WP4_FFoQSI_1__VB-09-AG__bin.13,Bacteria,Actinobacteria,650,1
MASTER_WP4_TEAGASC_1__TGS13-30__bin.7,Bacteria,Actinobacteria,471,1
DeFilippisF_xxxx__DF_11__bin.10,Bacteria,Actinobacteria,660,0.996969697
LeechJ_xxxx__AF84__bin.10,Bacteria,Proteobacteria,315,0.380952381
MASTER_WP4_UNINA_2__M-29__bin.23,Bacteria,Proteobacteria,249,0.417670683
XieM_2019__SAMC044639__bin.26,Bacteria,Proteobacteria,40,0.375
DeFilippisF_xxxx__DS_112__bin.19,Bacteria,Proteobacteria,329,0.389057751
DeFilippisF_xxxx__DS_103__bin.18,Bacteria,Proteobacteria,311,0.382636656
DeFilippisF_xxxx__DS_111__bin.23,Bacteria,Proteobacteria,151,0.42384106
XieM_2019__SAMC044639__bin.22,Bacteria,Proteobacteria,299,0.394648829
MASTER_WP4_CSIC_2__P2551__bin.15,Bacteria,Firmicutes,411,0.659367397
LeechJ_2020__ERS3967695__bin.6,Bacteria,Firmicutes,279,0.788530466
LeechJ_xxxx__AF68__bin.13,Bacteria,Firmicutes,51,0.647058824
LandisEA_2021__SRS5652903__bin.4,Bacteria,Firmicutes,681,0.637298091
LeechJ_2020__ERS3967692__bin.3,Bacteria,Firmicutes,309,0.618122977
MASTER_WP4_CSIC_2__P2549__bin.19,Bacteria,Firmicutes,398,0.675879397
MASTER_WP4_TEAGASC_1__TGS09-26__bin.5,Bacteria,Proteobacteria,574,0.587108014
MASTER_WP4_UNINA_1__PM002_71775__bin.9,Bacteria,Firmicutes,408,0.68627451
MASTER_WP4_CSIC_1__P2224_73323__bin.4,Bacteria,Firmicutes,285,0.371929825
MASTER_WP4_CSIC_2__P2624__bin.11,Bacteria,Firmicutes,354,0.655367232
MASTER_WP4_CSIC_2__P2640__bin.7,Bacteria,Firmicutes,321,0.672897196
AlvarezOrdonezA_xxxx__Q03-21__bin.8,Bacteria,Firmicutes,385,0.550649351
MASTER_WP4_CSIC_2__P2631__bin.3,Bacteria,Firmicutes,451,0.647450111
MASTER_WP4_FFoQSI_1__VB-03-M5__bin.34,Bacteria,Firmicutes,339,0.557522124
LeechJ_xxxx__AF57__bin.11,Bacteria,Firmicutes,447,0.668903803
MASTER_WP4_CSIC_2__P2630__bin.2,Bacteria,Firmicutes,251,0.673306773
MASTER_WP4_UNINA_1__FO007_71775__bin.10,Bacteria,Firmicutes,205,0.346341463
LeechJ_2020__ERS3967720__bin.1,Bacteria,Firmicutes,302,0.552980132
LeechJ_xxxx__AF14__bin.3,Bacteria,Firmicutes,524,0.666030534
YasirM_2020__ERS4361128__bin.2,Bacteria,Firmicutes,402,0.676616915
MASTER_WP4_UNINA_1__CS001_71775__bin.12,Bacteria,Firmicutes,411,0.676399027
DeFilippisF_xxxx__DF_104__bin.4,Bacteria,Firmicutes,495,0.654545455
MASTER_WP4_UNINA_2__S-21__bin.4,Bacteria,Firmicutes,308,0.681818182
AlvarezOrdonezA_xxxx__Q04-24__bin.6,Bacteria,Firmicutes,170,0.529411765
AlvarezOrdonezA_xxxx__Q05-25__bin.1,Bacteria,Firmicutes,265,0.520754717
AlvarezOrdonezA_xxxx__Q05-26__bin.5,Bacteria,Firmicutes,329,0.544072948
DeFilippisF_xxxx__DF_6__bin.5,Bacteria,Firmicutes,507,0.674556213
MASTER_WP4_CSIC_2__P2573__bin.1,Bacteria,Firmicutes,324,0.555555556
MASTER_WP4_UNINA_2__O-28__bin.1,Bacteria,Firmicutes,271,0.549815498
WalshAM_2017__ERS1739831__bin.4,Bacteria,Firmicutes,241,0.497925311
AlvarezOrdonezA_xxxx__Q05-23__bin.1,Bacteria,Firmicutes,384,0.533854167
MASTER_WP4_UNINA_1__PM007_71775__bin.12,Bacteria,Firmicutes,154,0.357142857
MASTER_WP4_UNINA_1__CS001_71775__bin.14,Bacteria,Firmicutes,157,0.401273885
MASTER_WP4_UNINA_1__PM012_71775__bin.16,Bacteria,Firmicutes,208,0.355769231
WalshAM_2020__ERS3466761__bin.2,Bacteria,Firmicutes,315,0.565079365
MASTER_WP4_UNINA_1__PR004_71775__bin.6,Bacteria,Firmicutes,337,0.632047478
MASTER_WP4_CSIC_2__P2628__bin.3,Bacteria,Firmicutes,323,0.659442724
MASTER_WP4_UNINA_1__PM012_71775__bin.2,Bacteria,Firmicutes,378,0.677248677
DeFilippisF_xxxx__DF_31__bin.8,Bacteria,Firmicutes,373,0.705093834
MASTER_WP4_UNINA_1__PM001_71775__bin.14,Bacteria,Firmicutes,184,0.364130435
KumarJ_2019__SRS4562502__bin.13,Bacteria,Firmicutes,391,0.810741688
MASTER_WP4_UNINA_1__GO102_71775__bin.31,Bacteria,Firmicutes,314,0.834394904
DeFilippisF_xxxx__DS_70__bin.1,Bacteria,Firmicutes,282,0.567375887
DeFilippisF_xxxx__DS_68__bin.18,Bacteria,Firmicutes,277,0.566787004
MASTER_WP4_FFoQSI_1__VB-15-M10__bin.51,Bacteria,Firmicutes,242,0.504132231
MASTER_WP4_CSIC_2__P2549__bin.12,Bacteria,Firmicutes,233,0.969957082
MASTER_WP4_CSIC_1__P2248_73323__bin.8,Bacteria,Firmicutes,567,0.947089947
MASTER_WP4_CSIC_1__P2243_73323__bin.2,Bacteria,Firmicutes,508,0.962598425
WalshAM_2020__ERS3466758__bin.2,Bacteria,Firmicutes,133,0.804511278
MASTER_WP4_CSIC_1__P2246_73323__bin.10,Bacteria,Firmicutes,275,0.967272727
LeechJ_xxxx__AF12__bin.4,Bacteria,Firmicutes,370,0.764864865
WalshAM_2017__ERS1739836__bin.1,Bacteria,Firmicutes,196,0.724489796
MASTER_WP4_UNINA_1__PM012_71775__bin.4,Bacteria,Firmicutes,266,0.759398496
LeechJ_xxxx__AF69__bin.8,Bacteria,Firmicutes,172,0.720930233
MASTER_WP4_CSIC_1__P2177_73322__bin.10,Bacteria,Firmicutes,362,0.599447514
MASTER_WP4_CSIC_2__P2484__bin.8,Bacteria,Firmicutes,284,0.626760563
YaoG_2017__NM17-3__bin.1,Bacteria,Firmicutes,371,0.557951482
AlvarezOrdonezA_xxxx__Q04-23__bin.8,Bacteria,Firmicutes,251,0.569721116
PfeferT_xxxx__SRS2870594__bin.9,Bacteria,Firmicutes,294,0.581632653
MASTER_WP4_CSIC_2__P2518__bin.6,Bacteria,Firmicutes,253,0.588932806
MASTER_WP4_CSIC_1__P2240_73323__bin.18,Bacteria,Firmicutes,467,0.614561028
LeechJ_2020__ERS3967721__bin.3,Bacteria,Firmicutes,262,0.56870229
MASTER_WP4_CSIC_1__P2212_73323__bin.6,Bacteria,Firmicutes,392,0.573979592
MASTER_WP4_FFoQSI_1__DC18-02__bin.11,Bacteria,Proteobacteria,427,0.695550351
MASTER_WP4_FFoQSI_2__VB01-30__bin.17,Bacteria,Actinobacteria,612,0.988562092
MASTER_WP4_FFoQSI_3__VB13-29__bin.14,Bacteria,Actinobacteria,363,0.980716253
MASTER_WP4_FFoQSI_1__VB-09-M8__bin.31,Bacteria,Actinobacteria,394,0.984771574
MASTER_WP4_CSIC_2__P2570__bin.17,Bacteria,Actinobacteria,572,0.987762238
MASTER_WP4_FFoQSI_1__VB-06-M2__bin.37,Bacteria,Actinobacteria,417,0.990407674
MASTER_WP4_FFoQSI_3__VB15-29__bin.9,Bacteria,Actinobacteria,366,0.991803279
MASTER_WP4_FFoQSI_1__VB12-F-AR__bin.47,Bacteria,Actinobacteria,389,0.98714653
LeechJ_xxxx__AF43__bin.8,Bacteria,Actinobacteria,296,0.97972973
MASTER_WP4_FFoQSI_1__VB-12D__bin.2,Bacteria,Actinobacteria,389,0.984575835
MASTER_WP4_FFoQSI_1__VB14-F-AR__bin.32,Bacteria,Actinobacteria,298,0.989932886
MASTER_WP4_FFoQSI_3__VB13-30__bin.11,Bacteria,Actinobacteria,330,0.96969697
MASTER_WP4_FFoQSI_2__VB06-30__bin.17,Bacteria,Actinobacteria,498,0.983935743
MASTER_WP4_FFoQSI_1__VB-14-AD__bin.6,Bacteria,Actinobacteria,398,0.977386935
MASTER_WP4_FFoQSI_1__VB-16-AG__bin.47,Bacteria,Actinobacteria,391,0.992327366
MASTER_WP4_FFoQSI_2__VB03-29__bin.16,Bacteria,Actinobacteria,393,0.989821883
MASTER_WP4_FFoQSI_1__VB-16-M15__bin.16,Bacteria,Actinobacteria,498,0.995983936
MASTER_WP4_FFoQSI_1__VB-09-M8__bin.33,Bacteria,Actinobacteria,504,0.994047619
MASTER_WP4_FFoQSI_1__VB-05-BG__bin.21,Bacteria,Actinobacteria,385,0.992207792
MASTER_WP4_FFoQSI_3__VB07-29__bin.6,Bacteria,Actinobacteria,414,0.997584541
MASTER_WP4_FFoQSI_1__VB12-F-AR__bin.19,Bacteria,Actinobacteria,397,0.997481108
MASTER_WP4_FFoQSI_1__VB-16-M13__bin.20,Bacteria,Actinobacteria,350,0.985714286
MASTER_WP4_FFoQSI_2__VB05-25__bin.7,Bacteria,Actinobacteria,607,0.991762768
MASTER_WP4_FFoQSI_2__VB16-30__bin.1,Bacteria,Actinobacteria,515,0.990291262
MASTER_WP4_FFoQSI_1__VB-04-BG__bin.10,Bacteria,Actinobacteria,489,0.989775051
MASTER_WP4_FFoQSI_1__VB-08-AG__bin.5,Bacteria,Actinobacteria,527,0.990512334
LandisEA_2021__SRS5652995__bin.1,Bacteria,Firmicutes,180,0.55
MASTER_WP4_CSIC_2__P2627__bin.13,Bacteria,Firmicutes,525,0.624761905
MASTER_WP4_CSIC_2__P2630__bin.19,Bacteria,Firmicutes,329,0.62006079
LeechJ_xxxx__AF72__bin.2,Bacteria,Firmicutes,514,0.659533074
MASTER_WP4_CSIC_2__P2625__bin.19,Bacteria,Firmicutes,497,0.637826962
XieM_2019__SAMC044639__bin.15,Bacteria,Firmicutes,514,0.63229572
DeFilippisF_xxxx__DS_66__bin.4,Bacteria,Firmicutes,340,0.655882353
MASTER_WP4_CSIC_2__P2615__bin.20,Bacteria,Firmicutes,495,0.648484848
MASTER_WP4_CSIC_2__P2616__bin.1,Bacteria,Firmicutes,563,0.65008881
MASTER_WP4_CSIC_2__P2620__bin.26,Bacteria,Firmicutes,635,0.634645669
MASTER_WP4_CSIC_2__P2631__bin.7,Bacteria,Firmicutes,533,0.637898687
MASTER_WP4_CSIC_2__P2594__bin.3,Bacteria,Firmicutes,629,0.656597774
MASTER_WP4_CSIC_2__P2621__bin.25,Bacteria,Firmicutes,557,0.646319569
MASTER_WP4_CSIC_2__P2624__bin.14,Bacteria,Firmicutes,565,0.646017699
MASTER_WP4_UNINA_1__ST007_71775__bin.2,Bacteria,Firmicutes,415,0.604819277
LandisEA_2021__SRS5653388__bin.2,Bacteria,Firmicutes,212,0.599056604
MASTER_WP4_CSIC_1__P2238_73323__bin.2,Bacteria,Firmicutes,609,0.625615764
LandisEA_2021__SRS5653128__bin.1,Bacteria,Firmicutes,661,0.632375189
MASTER_WP4_CSIC_1__P2217_73323__bin.1,Bacteria,Firmicutes,647,0.638330757
MASTER_WP4_CSIC_2__P2548__bin.7,Bacteria,Firmicutes,343,0.655976676
WalshAM_2020__ERS3466760__bin.3,Bacteria,Firmicutes,614,0.648208469
MASTER_WP4_CSIC_2__P2629__bin.22,Bacteria,Firmicutes,347,0.619596542
LeechJ_2020__ERS3967712__bin.12,Bacteria,Firmicutes,163,0.533742331
MASTER_WP4_CSIC_2__P2600__bin.20,Bacteria,Firmicutes,588,0.644557823
LandisEA_2021__SRS5652926__bin.2,Bacteria,Firmicutes,273,0.582417582
MASTER_WP4_CSIC_1__P2220_73323__bin.6,Bacteria,Firmicutes,543,0.640883978
LeechJ_xxxx__AF66__bin.7,Bacteria,Firmicutes,285,0.624561404
LandisEA_2021__SRS5653168__bin.3,Bacteria,Firmicutes,491,0.625254582
DeFilippisF_xxxx__DF_101__bin.24,Bacteria,Firmicutes,578,0.636678201
LeechJ_2020__ERS3967711__bin.15,Bacteria,Firmicutes,258,0.562015504
EinsonEJ_2018__SRS2706108__bin.7,Bacteria,Firmicutes,478,0.621338912
LandisEA_2021__SRS5653346__bin.5,Bacteria,Firmicutes,665,0.640601504
LandisEA_2021__SRS5653283__bin.8,Bacteria,Firmicutes,212,0.599056604
MASTER_WP4_UNINA_1__PR102_71775__bin.17,Bacteria,Firmicutes,593,0.647554806
MASTER_WP4_CSIC_2__P2619__bin.56,Bacteria,Firmicutes,437,0.633867277
MASTER_WP4_CSIC_2__P2618__bin.2,Bacteria,Firmicutes,579,0.633851468
MASTER_WP4_UNINA_1__PT008_71775__bin.7,Bacteria,Firmicutes,505,0.637623762
LeechJ_xxxx__AF70__bin.6,Bacteria,Firmicutes,526,0.642585551
MASTER_WP4_CSIC_2__P2628__bin.7,Bacteria,Firmicutes,501,0.634730539
MASTER_WP4_UNINA_1__FO007_71775__bin.16,Bacteria,Firmicutes,489,0.644171779
MASTER_WP4_CSIC_2__P2614__bin.47,Bacteria,Firmicutes,549,0.64298725
MASTER_WP4_CSIC_2__P2596__bin.15,Bacteria,Firmicutes,554,0.608303249
AlvarezOrdonezA_xxxx__Q05-28__bin.2,Bacteria,Firmicutes,658,0.639817629
DeFilippisF_xxxx__DF_28__bin.11,Bacteria,Firmicutes,683,0.691068814
WalshAM_2017__ERS1739835__bin.3,Bacteria,Firmicutes,510,0.637254902
LandisEA_2021__SRS5653198__bin.5,Bacteria,Firmicutes,350,0.611428571
MASTER_WP4_CSIC_2__P2597__bin.12,Bacteria,Firmicutes,393,0.664122137
MASTER_WP4_UNINA_1__TO013_71775__bin.16,Bacteria,Firmicutes,544,0.634191176
LeechJ_2020__ERS3967695__bin.14,Bacteria,Firmicutes,141,0.524822695
MASTER_WP4_UNINA_1__PR005_71775__bin.12,Bacteria,Firmicutes,19,0.315789474
DeFilippisF_xxxx__DF_104__bin.11,Bacteria,Firmicutes,29,0.586206897
MASTER_WP4_UNINA_1__TO013_71775__bin.4,Bacteria,Firmicutes,13,0.307692308
MASTER_WP4_UNINA_1__AS202_73417__bin.4,Bacteria,Firmicutes,11,0.363636364
MASTER_WP4_FFoQSI_1__VB-09-M7__bin.53,Bacteria,Proteobacteria,86,0.348837209
MASTER_WP4_FFoQSI_1__VB-05-BD__bin.46,Bacteria,Firmicutes,57,0.438596491
MASTER_WP4_FFoQSI_1__VB-09-M7__bin.19,Bacteria,Proteobacteria,92,0.358695652
LiZ_2018__SRS2920555__bin.4,Bacteria,Proteobacteria,77,0.376623377
WalshAM_2020__ERS3466774__bin.6,Bacteria,Proteobacteria,82,0.353658537
LeechJ_2020__ERS3967696__bin.2,Bacteria,Firmicutes,538,0.665427509
LandisEA_2021__SRS5653081__bin.4,Bacteria,Firmicutes,401,0.655860349
LiZ_2018__SRS2920555__bin.20,Bacteria,Firmicutes,348,0.649425287
MASTER_WP4_CSIC_2__P2576__bin.5,Bacteria,Firmicutes,412,0.63592233
EinsonEJ_2018__SRS2706106__bin.1,Bacteria,Firmicutes,473,0.600422833
MASTER_WP4_CSIC_1__P2249_73323__bin.15,Bacteria,Firmicutes,63,0.698412698
MASTER_WP4_UNINA_1__GO004_71775__bin.32,Bacteria,Firmicutes,60,0.716666667
MASTER_WP4_UNINA_1__PU007_71775__bin.15,Bacteria,Firmicutes,95,0.663157895
MASTER_WP4_FFoQSI_1__KM-2D__bin.40,Bacteria,Bacteroidetes,591,0.998307953
MASTER_WP4_FFoQSI_1__RC17-F-BR__bin.39,Bacteria,Bacteroidetes,653,0.995405819
MASTER_WP4_FFoQSI_1__KM-4D__bin.17,Bacteria,Bacteroidetes,502,0.998007968
MASTER_WP4_FFoQSI_1__VB-12D__bin.45,Bacteria,Bacteroidetes,664,0.995481928
MASTER_WP4_UNINA_1__PU010_71775__bin.30,Bacteria,Bacteroidetes,293,1
MASTER_WP4_FFoQSI_1__VB-09-M8__bin.32,Bacteria,Bacteroidetes,526,0.998098859
MASTER_WP4_FFoQSI_3__VB09-30__bin.62,Bacteria,Bacteroidetes,579,0.996545769
MASTER_WP4_FFoQSI_2__VB10-29__bin.1,Bacteria,Bacteroidetes,625,0.9952
MASTER_WP4_TEAGASC_1__TGS08-29__bin.52,Bacteria,Bacteroidetes,502,0.996015936
MASTER_WP4_FFoQSI_1__VB-09-BD__bin.37,Bacteria,Bacteroidetes,639,0.99687011
MASTER_WP4_FFoQSI_1__KM-5G__bin.27,Bacteria,Bacteroidetes,661,0.995461422
WolfeBE_2014__917_Abondance__bin.3,Bacteria,Bacteroidetes,632,0.996835443
MASTER_WP4_FFoQSI_1__RC17-F-AR__bin.18,Bacteria,Bacteroidetes,639,0.995305164
MASTER_WP4_FFoQSI_1__VB-16-BD__bin.22,Bacteria,Bacteroidetes,613,0.998368679
MASTER_WP4_FFoQSI_1__VB-08-AG__bin.48,Bacteria,Bacteroidetes,616,0.996753247
WalshAM_2020__ERS3466776__bin.15,Bacteria,Bacteroidetes,557,0.994614004
MASTER_WP4_FFoQSI_1__VB-09-M7__bin.85,Bacteria,Bacteroidetes,574,0.99825784
MASTER_WP4_FFoQSI_1__KM-2G__bin.45,Bacteria,Bacteroidetes,655,0.996946565
WolfeBE_2014__671_Grayson__bin.13,Bacteria,Bacteroidetes,645,0.995348837
MASTER_WP4_FFoQSI_1__VB-06-BG__bin.44,Bacteria,Actinobacteria,478,0.989539749
MASTER_WP4_FFoQSI_1__KM-5D__bin.13,Bacteria,Actinobacteria,420,0.988095238
MASTER_WP4_FFoQSI_2__VB03-30__bin.9,Bacteria,Actinobacteria,521,0.994241843
MASTER_WP4_FFoQSI_2__VB06-28__bin.14,Bacteria,Actinobacteria,556,0.991007194
MASTER_WP4_FFoQSI_3__VB13-30__bin.7,Bacteria,Actinobacteria,575,0.986086957
MASTER_WP4_FFoQSI_1__KM-1D__bin.52,Bacteria,Actinobacteria,497,0.989939638
MASTER_WP4_FFoQSI_2__VB15-29__bin.13,Bacteria,Actinobacteria,582,0.986254296
MASTER_WP4_FFoQSI_1__VB-16-AG__bin.50,Bacteria,Actinobacteria,514,0.988326848
MASTER_WP4_FFoQSI_2__VB15-30__bin.32,Bacteria,Actinobacteria,553,0.985533454
MASTER_WP4_FFoQSI_1__KM-1G__bin.1,Bacteria,Actinobacteria,588,0.991496599
MASTER_WP4_FFoQSI_1__VB12-F-BR__bin.15,Bacteria,Actinobacteria,554,0.985559567
MASTER_WP4_FFoQSI_1__VB-05-BG__bin.10,Bacteria,Actinobacteria,496,0.991935484
MASTER_WP4_FFoQSI_2__VB11-29__bin.13,Bacteria,Actinobacteria,564,0.987588652
MASTER_WP4_FFoQSI_2__VB16-29__bin.10,Bacteria,Actinobacteria,592,0.988175676
MASTER_WP4_FFoQSI_1__KM-2G__bin.21,Bacteria,Actinobacteria,475,0.991578947
MASTER_WP4_FFoQSI_1__VB-05-BD__bin.66,Bacteria,Actinobacteria,494,0.989878543
MASTER_WP4_FFoQSI_2__VB05-30__bin.30,Bacteria,Actinobacteria,505,0.988118812
MASTER_WP4_FFoQSI_2__VB08-30__bin.6,Bacteria,Actinobacteria,492,0.989837398
MASTER_WP4_FFoQSI_2__VB16-30__bin.17,Bacteria,Actinobacteria,570,0.987719298
MASTER_WP4_FFoQSI_2__VB10-29__bin.21,Bacteria,Actinobacteria,561,0.991087344
MASTER_WP4_FFoQSI_1__VB-08-M3__bin.25,Bacteria,Actinobacteria,526,0.990494297
MASTER_WP4_FFoQSI_2__VB01-29__bin.14,Bacteria,Actinobacteria,610,0.98852459
MASTER_WP4_FFoQSI_2__VB05-25__bin.2,Bacteria,Actinobacteria,529,0.988657845
MASTER_WP4_FFoQSI_1__VB-05-AD__bin.42,Bacteria,Actinobacteria,448,0.993303571
MASTER_WP4_FFoQSI_1__VB-16-BD__bin.35,Bacteria,Actinobacteria,546,0.990842491
