MAG_id,superkingdom,phylum,genome_size,cluster_div
MASTER_WP4_CSIC_2__P2558__bin.22,Bacteria,Proteobacteria,2331553,576
MASTER_WP4_FFoQSI_1__VB-09-BD__bin.27,Bacteria,Proteobacteria,2683602,801
MASTER_WP4_FFoQSI_1__VB-16-BD__bin.46,Bacteria,Proteobacteria,2291017,680
MASTER_WP4_FFoQSI_3__VB02-30__bin.31,Bacteria,Proteobacteria,3170803,897
WalshAM_2020__ERS3466747__bin.1,Bacteria,Proteobacteria,4352288,761
MASTER_WP4_CSIC_1__P2147_73322__bin.24,Bacteria,Proteobacteria,3943146,826
MASTER_WP4_FFoQSI_1__VB-08-AG__bin.8,Bacteria,Proteobacteria,3066510,894
KastmanEK_2016__CSB387__bin.6,Bacteria,Proteobacteria,2346399,529
MASTER_WP4_CSIC_2__P2579__bin.21,Bacteria,Proteobacteria,3362588,770
MASTER_WP4_FFoQSI_1__VB12-F-BR__bin.39,Bacteria,Proteobacteria,3161382,868
MASTER_WP4_FFoQSI_2__VB11-30__bin.19,Bacteria,Proteobacteria,2545340,351
AlvarezOrdonezA_xxxx__Q08-25__bin.9,Bacteria,Proteobacteria,2738390,498
MASTER_WP4_FFoQSI_1__VB-06-AD__bin.25,Bacteria,Proteobacteria,3212601,907
MASTER_WP4_FFoQSI_1__VB-15-AG__bin.1,Bacteria,Proteobacteria,3417660,952
WolfeBE_2014__337_Mileens__bin.5,Bacteria,Proteobacteria,3532894,881
MASTER_WP4_CSIC_2__P2580__bin.5,Bacteria,Proteobacteria,3954035,905
MASTER_WP4_CSIC_2__P2584__bin.6,Bacteria,Proteobacteria,3969634,881
WolfeBE_2014__679_Raclette__bin.9,Bacteria,Proteobacteria,3638987,628
MASTER_WP4_FFoQSI_1__RC17-F-AR__bin.33,Bacteria,Proteobacteria,2847435,818
MASTER_WP4_UNINA_1__PU010_71775__bin.33,Bacteria,Proteobacteria,3421225,925
WolfeBE_2014__316_Langre__bin.1,Bacteria,Proteobacteria,3119483,794
DeFilippisF_xxxx__DF_37__bin.23,Bacteria,Proteobacteria,2686634,689
MASTER_WP4_CSIC_1__P2237_73323__bin.19,Bacteria,Proteobacteria,2367084,540
MASTER_WP4_FFoQSI_1__VB-09-AG__bin.8,Bacteria,Proteobacteria,1702451,542
MASTER_WP4_FFoQSI_3__VB02-29__bin.3,Bacteria,Proteobacteria,2762931,761
DeFilippisF_xxxx__DF_34__bin.22,Bacteria,Proteobacteria,3614116,877
MASTER_WP4_CSIC_2__P2591__bin.6,Bacteria,Proteobacteria,3966026,898
MASTER_WP4_FFoQSI_1__RC17-F-BR__bin.6,Bacteria,Proteobacteria,1958826,580
MASTER_WP4_FFoQSI_1__VB-09-BD__bin.29,Bacteria,Proteobacteria,3629161,850
MASTER_WP4_FFoQSI_2__VB05-30__bin.26,Bacteria,Proteobacteria,1979784,546
WolfeBE_2014__950_Rush_Creek__bin.1,Bacteria,Proteobacteria,3742101,912
MASTER_WP4_FFoQSI_1__VB-16-AG__bin.16,Bacteria,Proteobacteria,2345108,704
MASTER_WP4_FFoQSI_1__VB-05-BD__bin.51,Bacteria,Proteobacteria,3010871,880
MASTER_WP4_FFoQSI_1__VB-14D__bin.48,Bacteria,Proteobacteria,3309911,926
WalshAM_2020__ERS3466750__bin.1,Bacteria,Proteobacteria,3526969,808
WolfeBE_2014__950_Rush_Creek__bin.3,Bacteria,Proteobacteria,3089922,821
MASTER_WP4_FFoQSI_2__VB10-29__bin.29,Bacteria,Proteobacteria,3449897,851
MASTER_WP4_TEAGASC_1__TGS15-28__bin.31,Bacteria,Proteobacteria,2429171,578
MASTER_WP4_FFoQSI_3__VB02-29__bin.38,Bacteria,Actinobacteria,3519127,745
MASTER_WP4_FFoQSI_1__VB-09-M7__bin.36,Bacteria,Actinobacteria,3144276,229
MASTER_WP4_FFoQSI_1__VB-09-AG__bin.40,Bacteria,Actinobacteria,3104386,190
DeFilippisF_xxxx__DF_11__bin.32,Bacteria,Proteobacteria,3080915,710
MASTER_WP4_FFoQSI_1__RC17-F-AR__bin.20,Bacteria,Proteobacteria,2471435,306
MASTER_WP4_FFoQSI_1__VB-05-BD__bin.12,Bacteria,Proteobacteria,2730516,243
MASTER_WP4_TEAGASC_1__TGS13-30__bin.2,Bacteria,Proteobacteria,4168559,264
MASTER_WP4_FFoQSI_3__VB07-30__bin.45,Bacteria,Proteobacteria,3113333,267
MASTER_WP4_FFoQSI_1__VB-16-BD__bin.61,Bacteria,Proteobacteria,2765276,276
DeFilippisF_xxxx__DF_4__bin.3,Bacteria,Actinobacteria,3340912,599
WolfeBE_2014__705_Forme_dAmbert__bin.6,Bacteria,Actinobacteria,3002754,490
MASTER_WP4_FFoQSI_1__VB-06-M2__bin.34,Bacteria,Actinobacteria,3028277,485
MASTER_WP4_CSIC_1__P2144_73322__bin.14,Bacteria,Firmicutes,2478431,105
ZhaoCC_2020__SRS5803195__bin.46,Bacteria,Firmicutes,2087598,98
MASTER_WP4_UNINA_1__TA011_71775__bin.29,Bacteria,Firmicutes,2304736,120
SalvettiE_2016__SRS1050146__bin.11,Bacteria,Firmicutes,2480749,114
MASTER_WP4_UNINA_1__GO004_71775__bin.1,Bacteria,Firmicutes,2365355,65
DeFilippisF_xxxx__DF_100__bin.12,Bacteria,Firmicutes,2402083,106
MASTER_WP4_CSIC_1__P2145_73322__bin.12,Bacteria,Firmicutes,1486156,71
MASTER_WP4_UNINA_1__GO004_71775__bin.12,Bacteria,Firmicutes,1117250,56
ZhaoCC_2020__SRS5803194__bin.17,Bacteria,Firmicutes,1658181,7
MASTER_WP4_UNINA_1__TA012_71775__bin.15,Bacteria,Firmicutes,1500488,76
MASTER_WP4_FFoQSI_1__RC17-F-BR__bin.47,Bacteria,Actinobacteria,2682663,341
MASTER_WP4_FFoQSI_1__VB-09-M7__bin.43,Bacteria,Actinobacteria,3689354,632
MASTER_WP4_FFoQSI_1__VB-14D__bin.58,Bacteria,Actinobacteria,3890712,649
MASTER_WP4_FFoQSI_2__VB16-30__bin.24,Bacteria,Actinobacteria,4413468,735
MASTER_WP4_FFoQSI_1__VB14-F-AR__bin.20,Bacteria,Actinobacteria,4026855,679
MASTER_WP4_FFoQSI_1__VB-08-AG__bin.35,Bacteria,Actinobacteria,4115789,727
MASTER_WP4_FFoQSI_1__VB-15-AG__bin.2,Bacteria,Actinobacteria,3554904,462
MASTER_WP4_FFoQSI_1__VB-16-M15__bin.9,Bacteria,Actinobacteria,2763949,566
MASTER_WP4_TEAGASC_1__TGS15-28__bin.21,Bacteria,Actinobacteria,3074456,582
MASTER_WP4_FFoQSI_1__VB-08-M3__bin.24,Bacteria,Actinobacteria,2299846,501
MASTER_WP4_FFoQSI_3__VB13-30__bin.22,Bacteria,Actinobacteria,3098469,635
MASTER_WP4_UNINA_2__H-30__bin.3,Bacteria,Actinobacteria,3900269,624
MASTER_WP4_CSIC_1__P2247_73323__bin.15,Bacteria,Actinobacteria,2190906,373
MASTER_WP4_FFoQSI_2__VB10-29__bin.43,Bacteria,Actinobacteria,2875706,575
MASTER_WP4_UNINA_1__GO102_71775__bin.12,Bacteria,Actinobacteria,2777447,481
DeFilippisF_xxxx__DF_11__bin.1,Bacteria,Actinobacteria,4470349,390
MASTER_WP4_FFoQSI_1__VB-14D__bin.63,Bacteria,Actinobacteria,2357906,476
MASTER_WP4_FFoQSI_3__VB15-29__bin.40,Bacteria,Actinobacteria,2651325,575
KastmanEK_2016__CSB739__bin.2,Bacteria,Actinobacteria,3869801,704
MASTER_WP4_UNINA_1__TA011_71775__bin.32,Bacteria,Actinobacteria,3221987,575
MASTER_WP4_FFoQSI_1__KM-1G__bin.16,Bacteria,Actinobacteria,2823225,581
MASTER_WP4_FFoQSI_3__VB09-29__bin.38,Bacteria,Actinobacteria,3142464,627
MASTER_WP4_FFoQSI_1__VB12-F-BR__bin.43,Bacteria,Actinobacteria,2392123,536
MASTER_WP4_FFoQSI_1__VB-16-BD__bin.70,Bacteria,Actinobacteria,2484714,525
MASTER_WP4_TEAGASC_1__TGS08-29__bin.55,Bacteria,Actinobacteria,2880601,521
MASTER_WP4_UNINA_1__PU007_71775__bin.21,Bacteria,Actinobacteria,3584213,598
MASTER_WP4_FFoQSI_2__VB10-29__bin.44,Bacteria,Actinobacteria,3611107,636
MASTER_WP4_FFoQSI_1__VB14-F-AR__bin.42,Bacteria,Actinobacteria,2915344,591
DeFilippisF_xxxx__DF_4__bin.16,Bacteria,Actinobacteria,2449006,449
KastmanEK_2016__CSB737__bin.3,Bacteria,Actinobacteria,3882125,733
KastmanEK_2016__CSB875__bin.10,Bacteria,Actinobacteria,3132476,553
MASTER_WP4_FFoQSI_1__VB12-F-BR__bin.30,Bacteria,Actinobacteria,1636400,366
MASTER_WP4_FFoQSI_1__VB-08-M3__bin.28,Bacteria,Actinobacteria,2551725,565
MASTER_WP4_FFoQSI_1__VB-06-M1__bin.24,Bacteria,Actinobacteria,2616687,515
MASTER_WP4_FFoQSI_1__VB-16-BD__bin.6,Bacteria,Actinobacteria,2428867,544
MASTER_WP4_FFoQSI_2__VB01-29__bin.21,Bacteria,Actinobacteria,2637765,578
MASTER_WP4_FFoQSI_1__VB-03-AG__bin.27,Bacteria,Actinobacteria,2333645,501
MASTER_WP4_FFoQSI_1__VB-16-M16__bin.36,Bacteria,Actinobacteria,2429283,529
MASTER_WP4_FFoQSI_3__VB13-29__bin.43,Bacteria,Actinobacteria,2290008,509
MASTER_WP4_FFoQSI_3__VB04-30__bin.30,Bacteria,Actinobacteria,2463505,545
MASTER_WP4_FFoQSI_3__VB07-30__bin.32,Bacteria,Actinobacteria,2300432,519
MASTER_WP4_FFoQSI_1__RC17-F-AR__bin.6,Bacteria,Actinobacteria,2318572,430
MASTER_WP4_FFoQSI_2__VB05-29__bin.6,Bacteria,Actinobacteria,2360556,532
MASTER_WP4_FFoQSI_2__VB05-30__bin.42,Bacteria,Actinobacteria,2274082,515
MASTER_WP4_FFoQSI_1__KM-1G__bin.20,Bacteria,Actinobacteria,2528138,555
MASTER_WP4_FFoQSI_1__VB-08-AG__bin.49,Bacteria,Actinobacteria,1705767,395
MASTER_WP4_FFoQSI_3__VB13-30__bin.19,Bacteria,Actinobacteria,2176766,462
MASTER_WP4_FFoQSI_1__VB-14D__bin.47,Bacteria,Actinobacteria,2495851,538
MASTER_WP4_FFoQSI_1__KM-4G__bin.8,Bacteria,Actinobacteria,2666868,577
MASTER_WP4_FFoQSI_1__VB-04-AD__bin.15,Bacteria,Actinobacteria,2466674,492
MASTER_WP4_FFoQSI_1__KM-2G__bin.2,Bacteria,Actinobacteria,2715008,578
MASTER_WP4_FFoQSI_1__KM-4D__bin.31,Bacteria,Actinobacteria,2692111,574
MASTER_WP4_FFoQSI_1__VB-15-M11__bin.32,Bacteria,Actinobacteria,2524448,555
MASTER_WP4_FFoQSI_2__VB16-29__bin.21,Bacteria,Actinobacteria,1685944,350
MASTER_WP4_UNINA_1__PU007_71775__bin.3,Bacteria,Actinobacteria,2653693,570
MASTER_WP4_FFoQSI_3__VB02-29__bin.30,Bacteria,Actinobacteria,2149557,475
MASTER_WP4_FFoQSI_1__VB-15-AG__bin.30,Bacteria,Actinobacteria,2269978,494
MASTER_WP4_FFoQSI_3__VB09-29__bin.1,Bacteria,Actinobacteria,2534305,536
MASTER_WP4_FFoQSI_1__VB-06-BG__bin.19,Bacteria,Actinobacteria,2668045,586
MASTER_WP4_FFoQSI_3__VB09-30__bin.7,Bacteria,Actinobacteria,2451690,532
MASTER_WP4_FFoQSI_1__VB-05-BD__bin.9,Bacteria,Actinobacteria,1911435,419
MASTER_WP4_FFoQSI_1__VB-15-BD__bin.41,Bacteria,Actinobacteria,2607478,570
MASTER_WP4_FFoQSI_2__VB15-29__bin.12,Bacteria,Actinobacteria,2693105,593
MASTER_WP4_FFoQSI_1__VB-09-M7__bin.1,Bacteria,Actinobacteria,2274020,491
MASTER_WP4_FFoQSI_2__VB06-29__bin.2,Bacteria,Actinobacteria,2618400,576
MASTER_WP4_FFoQSI_2__VB10-29__bin.41,Bacteria,Actinobacteria,2164418,466
MASTER_WP4_FFoQSI_3__VB02-30__bin.23,Bacteria,Actinobacteria,1885733,439
MASTER_WP4_FFoQSI_3__VB15-29__bin.10,Bacteria,Actinobacteria,2367950,544
MASTER_WP4_FFoQSI_1__VB-05-AD__bin.19,Bacteria,Actinobacteria,1481952,372
MASTER_WP4_FFoQSI_1__VB-14-M17__bin.1,Bacteria,Actinobacteria,2398492,534
MASTER_WP4_FFoQSI_1__VB-06-AD__bin.28,Bacteria,Actinobacteria,2534668,575
MASTER_WP4_FFoQSI_2__VB15-30__bin.1,Bacteria,Actinobacteria,2624303,572
MASTER_WP4_FFoQSI_1__KM-1D__bin.55,Bacteria,Actinobacteria,2542095,559
MASTER_WP4_FFoQSI_2__VB10-30__bin.12,Bacteria,Actinobacteria,2629992,551
MASTER_WP4_FFoQSI_1__VB-06-M2__bin.30,Bacteria,Actinobacteria,2679305,550
MASTER_WP4_FFoQSI_2__VB06-30__bin.34,Bacteria,Actinobacteria,2602740,575
MASTER_WP4_FFoQSI_1__VB-14-BG__bin.31,Bacteria,Actinobacteria,2149413,433
MASTER_WP4_FFoQSI_1__KM-5D__bin.49,Bacteria,Actinobacteria,2722941,587
MASTER_WP4_FFoQSI_1__VB-08-BD__bin.24,Bacteria,Actinobacteria,1507597,359
MASTER_WP4_FFoQSI_2__VB01-30__bin.13,Bacteria,Actinobacteria,2783132,583
MASTER_WP4_FFoQSI_1__VB-08-M4__bin.1,Bacteria,Actinobacteria,2539547,536
MASTER_WP4_FFoQSI_1__VB-15-M9__bin.29,Bacteria,Actinobacteria,2718730,573
MASTER_WP4_FFoQSI_1__VB-14-M18__bin.44,Bacteria,Actinobacteria,994006,244
MASTER_WP4_FFoQSI_2__VB16-30__bin.3,Bacteria,Actinobacteria,2556426,548
MASTER_WP4_FFoQSI_1__KM-5G__bin.15,Bacteria,Actinobacteria,2693646,580
MASTER_WP4_FFoQSI_1__VB-04-BG__bin.25,Bacteria,Actinobacteria,2644086,524
MASTER_WP4_FFoQSI_1__VB-09-AG__bin.50,Bacteria,Actinobacteria,2388602,515
MASTER_WP4_UNINA_1__FO007_71775__bin.23,Bacteria,Actinobacteria,2303300,501
MASTER_WP4_FFoQSI_1__VB-12D__bin.32,Bacteria,Actinobacteria,1816692,390
MASTER_WP4_FFoQSI_1__VB14-F-AR__bin.48,Bacteria,Actinobacteria,2489945,546
MASTER_WP4_FFoQSI_1__VB14-F-BR__bin.45,Bacteria,Actinobacteria,2348025,518
MASTER_WP4_FFoQSI_2__VB08-30__bin.34,Bacteria,Actinobacteria,1747091,411
AlvarezOrdonezA_xxxx__R01-19__bin.3,Bacteria,Actinobacteria,1979429,30
KumarJ_2019__SRS4562500__bin.17,Bacteria,Firmicutes,2522965,279
LeechJ_xxxx__AF52__bin.3,Bacteria,Firmicutes,2013729,434
KumarJ_2019__SRS4562502__bin.5,Bacteria,Firmicutes,3188619,301
MASTER_WP4_FFoQSI_1__VB-04-AD__bin.21,Bacteria,Actinobacteria,3521526,623
MASTER_WP4_FFoQSI_2__VB05-30__bin.10,Bacteria,Actinobacteria,3200953,697
MASTER_WP4_FFoQSI_2__VB05-29__bin.5,Bacteria,Actinobacteria,3342294,723
MASTER_WP4_FFoQSI_1__KM-5D__bin.25,Bacteria,Actinobacteria,2738567,592
MASTER_WP4_FFoQSI_3__VB13-29__bin.35,Bacteria,Actinobacteria,3583611,419
MASTER_WP4_FFoQSI_1__VB-14-M17__bin.26,Bacteria,Actinobacteria,4043089,664
MASTER_WP4_FFoQSI_1__VB-03-M5__bin.39,Bacteria,Actinobacteria,3703071,490
MASTER_WP4_FFoQSI_2__VB16-30__bin.11,Bacteria,Actinobacteria,5420668,166
MASTER_WP4_FFoQSI_3__VB13-30__bin.32,Bacteria,Actinobacteria,3806226,45
MASTER_WP4_FFoQSI_2__VB06-29__bin.6,Bacteria,Actinobacteria,3194570,419
MASTER_WP4_UNINA_1__PU010_71775__bin.4,Bacteria,Proteobacteria,2944929,608
MASTER_WP4_FFoQSI_1__VB-16-AG__bin.36,Bacteria,Proteobacteria,3087052,734
MASTER_WP4_FFoQSI_1__VB-12D__bin.15,Bacteria,Proteobacteria,2508812,210
MASTER_WP4_UNINA_1__TA012_71775__bin.18,Bacteria,Proteobacteria,2246799,430
MASTER_WP4_FFoQSI_1__VB-15-M9__bin.15,Bacteria,Proteobacteria,1363256,383
MASTER_WP4_UNINA_1__MO005_73417__bin.2,Bacteria,Proteobacteria,1881072,456
MASTER_WP4_CSIC_1__P2224_73323__bin.6,Bacteria,Proteobacteria,2053826,491
MASTER_WP4_CSIC_2__P2585__bin.9,Bacteria,Proteobacteria,2317822,508
MASTER_WP4_UNINA_1__CS007_71775__bin.13,Bacteria,Proteobacteria,1544508,315
MASTER_WP4_UNINA_2__P-28.0__bin.2,Bacteria,Firmicutes,857239,249
LeechJ_xxxx__AF44__bin.13,Bacteria,Firmicutes,1501957,389
LeechJ_xxxx__AF89__bin.8,Bacteria,Firmicutes,1356934,367
MASTER_WP4_UNINA_1__PM003_71775__bin.13,Bacteria,Firmicutes,1441862,397
LeechJ_xxxx__AF68__bin.10,Bacteria,Firmicutes,1167230,278
MASTER_WP4_UNINA_2__T-23.1__bin.8,Bacteria,Firmicutes,1227742,327
LeechJ_xxxx__AF04__bin.6,Bacteria,Firmicutes,1509275,415
LeechJ_xxxx__AF53__bin.9,Bacteria,Firmicutes,1711125,465
LeechJ_xxxx__AF70__bin.7,Bacteria,Firmicutes,1445372,387
LeechJ_xxxx__AF20__bin.5,Bacteria,Firmicutes,637070,163
LeechJ_xxxx__AF38__bin.5,Bacteria,Firmicutes,1338094,353
LeechJ_xxxx__AF71__bin.5,Bacteria,Firmicutes,1358361,369
MASTER_WP4_UNINA_1__GR012_71775__bin.6,Bacteria,Firmicutes,760814,176
LeechJ_xxxx__AF37__bin.3,Bacteria,Firmicutes,1478184,392
DeFilippisF_xxxx__DF_60__bin.7,Bacteria,Firmicutes,835235,241
MASTER_WP4_UNINA_2__O-25.1__bin.32,Bacteria,Firmicutes,1686867,317
MASTER_WP4_CSIC_2__P2614__bin.22,Bacteria,Firmicutes,2256246,387
MASTER_WP4_UNINA_2__O-23.1__bin.7,Bacteria,Firmicutes,1406832,288
LeechJ_xxxx__AF44__bin.2,Bacteria,Firmicutes,2234276,34
MortensenS_xxxx__WK054-1-L-48h-04E8_S15__bin.7,Bacteria,Actinobacteria,1817205,314
MASTER_WP4_CSIC_2__P2625__bin.3,Bacteria,Actinobacteria,2054680,247
MortensenS_xxxx__WK020-1-L-08h-02E5_S101__bin.7,Bacteria,Actinobacteria,2536617,490
MortensenS_xxxx__WK018-2-L-48h-02D9_S96__bin.2,Bacteria,Actinobacteria,2438555,489
MortensenS_xxxx__WK067-2-L-48h-05C3_S73__bin.3,Bacteria,Actinobacteria,2556089,493
MortensenS_xxxx__WK026-2-L-48h-02I2_S12__bin.4,Bacteria,Actinobacteria,2499827,470
MortensenS_xxxx__WK067-2-L-08h-05C2_S72__bin.2,Bacteria,Actinobacteria,2543620,492
EscobarZepedaA_2016__SRS974112__bin.34,Bacteria,Actinobacteria,2061067,283
MASTER_WP4_UNINA_1__PU010_71775__bin.29,Bacteria,Actinobacteria,1773763,210
MortensenS_xxxx__WK007-2-L-48h-01I1_S52__bin.2,Bacteria,Actinobacteria,2449255,473
MortensenS_xxxx__WK001-1-L-48h-01F2_S26__bin.2,Bacteria,Actinobacteria,1561232,258
MortensenS_xxxx__WK017-1-L-08h-02D2_S89__bin.1,Bacteria,Actinobacteria,2215288,376
MortensenS_xxxx__WK043-1-L-48h-03G5_S78__bin.3,Bacteria,Actinobacteria,1933705,350
MortensenS_xxxx__WK007-1-L-48h-01H8_S50__bin.5,Bacteria,Actinobacteria,2450504,474
MortensenS_xxxx__WK017-1-L-48h-02D3_S90__bin.3,Bacteria,Actinobacteria,2379906,445
MortensenS_xxxx__WK017-2-L-08h-02D4_S91__bin.2,Bacteria,Actinobacteria,2428462,482
MortensenS_xxxx__WK020-2-L-48h-02E8_S104__bin.3,Bacteria,Actinobacteria,2440233,491
MortensenS_xxxx__WK067-1-L-48h-05C1_S71__bin.1,Bacteria,Actinobacteria,2563982,492
MortensenS_xxxx__WK017-2-G-48h-01E2_S17__bin.6,Bacteria,Actinobacteria,2439268,469
MortensenS_xxxx__WK019-2-L-48h-02E4_S100__bin.1,Bacteria,Actinobacteria,2428477,475
MortensenS_xxxx__WK037-2-L-48h-03E1_S56__bin.4,Bacteria,Actinobacteria,2522070,484
MortensenS_xxxx__WK018-2-G-48h-01E3_S18__bin.3,Bacteria,Actinobacteria,2438658,488
MortensenS_xxxx__WK025-2-L-48h-02H7_S8__bin.5,Bacteria,Actinobacteria,1917683,317
MortensenS_xxxx__WK045-1-L-08h-03H3_S85__bin.6,Bacteria,Actinobacteria,925285,205
DeFilippisF_xxxx__DF_79__bin.1,Bacteria,Actinobacteria,1605061,221
MASTER_WP4_CSIC_2__P2621__bin.17,Bacteria,Actinobacteria,2142152,269
MortensenS_xxxx__WK018-1-L-08h-02D6_S93__bin.15,Bacteria,Actinobacteria,2478184,491
MortensenS_xxxx__WK037-2-L-08h-03D9_S55__bin.4,Bacteria,Actinobacteria,2508972,472
MortensenS_xxxx__WK020-2-L-08h-02E7_S103__bin.6,Bacteria,Actinobacteria,2435866,491
MortensenS_xxxx__WK019-2-G-48h-01E4_S19__bin.7,Bacteria,Actinobacteria,2479540,489
MortensenS_xxxx__WK026-2-L-08h-02I1_S11__bin.3,Bacteria,Actinobacteria,2551793,489
MortensenS_xxxx__WK007-2-G-48h-01D1_S7__bin.3,Bacteria,Actinobacteria,2482956,485
MortensenS_xxxx__WK018-1-L-48h-02D7_S94__bin.6,Bacteria,Actinobacteria,2447082,489
MASTER_WP4_CSIC_2__P2615__bin.21,Bacteria,Actinobacteria,2330653,279
MortensenS_xxxx__WK007-1-L-08h-01H7_S49__bin.7,Bacteria,Actinobacteria,1677118,285
MortensenS_xxxx__WK020-1-L-48h-02E6_S102__bin.7,Bacteria,Actinobacteria,2446492,490
MortensenS_xxxx__WK019-1-L-08h-02E1_S97__bin.5,Bacteria,Actinobacteria,2461288,484
MortensenS_xxxx__WK020-2-G-48h-01E5_S20__bin.1,Bacteria,Actinobacteria,2429730,475
MortensenS_xxxx__WK026-1-L-48h-02H9_S10__bin.8,Bacteria,Actinobacteria,2561189,490
MASTER_WP4_CSIC_2__P2619__bin.42,Bacteria,Actinobacteria,2263649,260
MortensenS_xxxx__WK026-1-L-08h-02H8_S9__bin.3,Bacteria,Actinobacteria,2517919,487
MortensenS_xxxx__WK001-2-L-48h-01F4_S28__bin.7,Bacteria,Actinobacteria,1497178,237
MortensenS_xxxx__WK017-2-L-48h-02D5_S92__bin.1,Bacteria,Actinobacteria,2418559,479
MortensenS_xxxx__WK019-1-L-48h-02E2_S98__bin.3,Bacteria,Actinobacteria,2464179,490
MortensenS_xxxx__WK019-2-L-08h-02E3_S99__bin.3,Bacteria,Actinobacteria,2420238,474
MortensenS_xxxx__WK067-1-L-08h-05B9_S70__bin.3,Bacteria,Actinobacteria,2500554,456
MortensenS_xxxx__WK026-2-G-48h-04A2_S102__bin.2,Bacteria,Actinobacteria,2503781,489
MortensenS_xxxx__WK018-2-L-08h-02D8_S95__bin.5,Bacteria,Actinobacteria,2459960,490
MortensenS_xxxx__WK067-2-G-48h-05I2_S126__bin.1,Bacteria,Actinobacteria,2559630,491
MASTER_WP4_FFoQSI_1__VB-16-M13__bin.18,Bacteria,Actinobacteria,2848956,624
MASTER_WP4_FFoQSI_1__VB-15-M9__bin.45,Bacteria,Actinobacteria,754865,205
MASTER_WP4_FFoQSI_2__VB11-29__bin.16,Bacteria,Actinobacteria,2436514,528
MASTER_WP4_FFoQSI_3__VB07-29__bin.7,Bacteria,Actinobacteria,2288101,513
MASTER_WP4_FFoQSI_3__VB12-27__bin.11,Bacteria,Actinobacteria,2665413,569
MASTER_WP4_FFoQSI_2__VB05-30__bin.9,Bacteria,Actinobacteria,2680965,587
MASTER_WP4_FFoQSI_2__VB15-29__bin.9,Bacteria,Actinobacteria,2240538,517
MASTER_WP4_FFoQSI_1__VB-15-BD__bin.30,Bacteria,Actinobacteria,1866356,452
MASTER_WP4_TEAGASC_1__TGS08-29__bin.67,Bacteria,Actinobacteria,2112346,487
MASTER_WP4_FFoQSI_2__VB01-30__bin.1,Bacteria,Actinobacteria,1862565,452
MASTER_WP4_FFoQSI_2__VB05-29__bin.28,Bacteria,Actinobacteria,2630816,583
MASTER_WP4_FFoQSI_1__VB-03-AG__bin.24,Bacteria,Actinobacteria,2712112,591
MASTER_WP4_FFoQSI_1__VB-06-M1__bin.21,Bacteria,Actinobacteria,848510,222
MASTER_WP4_FFoQSI_3__VB07-30__bin.14,Bacteria,Actinobacteria,1726726,432
MASTER_WP4_FFoQSI_1__KM-5G__bin.21,Bacteria,Actinobacteria,2106516,487
MASTER_WP4_FFoQSI_1__VB-03-BD__bin.47,Bacteria,Actinobacteria,2818881,600
MASTER_WP4_FFoQSI_1__VB-16-AG__bin.15,Bacteria,Actinobacteria,1241634,312
MASTER_WP4_FFoQSI_1__VB-15-AG__bin.6,Bacteria,Actinobacteria,1479722,373
MASTER_WP4_FFoQSI_2__VB11-30__bin.9,Bacteria,Actinobacteria,2332219,517
MASTER_WP4_FFoQSI_1__RC17-F-BR__bin.53,Bacteria,Actinobacteria,2436692,536
MASTER_WP4_FFoQSI_1__VB-08-M3__bin.4,Bacteria,Actinobacteria,1326592,347
MASTER_WP4_FFoQSI_1__VB-15-M11__bin.37,Bacteria,Actinobacteria,1332988,351
MASTER_WP4_FFoQSI_2__VB10-30__bin.8,Bacteria,Actinobacteria,1984450,471
MASTER_WP4_FFoQSI_1__VB-08-AG__bin.25,Bacteria,Actinobacteria,2521805,580
MASTER_WP4_FFoQSI_1__VB-15-M10__bin.13,Bacteria,Actinobacteria,861801,231
MASTER_WP4_FFoQSI_2__VB15-30__bin.25,Bacteria,Actinobacteria,1786698,436
MASTER_WP4_FFoQSI_1__KM-5D__bin.47,Bacteria,Actinobacteria,2883338,536
MASTER_WP4_FFoQSI_1__VB-05-BD__bin.41,Bacteria,Actinobacteria,1346853,351
MASTER_WP4_FFoQSI_1__VB-14-M17__bin.11,Bacteria,Actinobacteria,2338861,523
MASTER_WP4_FFoQSI_1__KM-4D__bin.9,Bacteria,Actinobacteria,2404031,533
MASTER_WP4_FFoQSI_1__KM-4G__bin.26,Bacteria,Actinobacteria,1954026,487
MASTER_WP4_FFoQSI_1__VB-14-M18__bin.23,Bacteria,Actinobacteria,1919730,460
MASTER_WP4_FFoQSI_3__VB08-29__bin.30,Bacteria,Actinobacteria,2882151,611
MASTER_WP4_FFoQSI_1__KM-2D__bin.15,Bacteria,Actinobacteria,2057487,468
MASTER_WP4_FFoQSI_3__VB13-30__bin.13,Bacteria,Actinobacteria,1091492,259
KastmanEK_2016__CSB694__bin.3,Bacteria,Actinobacteria,2375022,549
MASTER_WP4_FFoQSI_1__VB-04-AD__bin.36,Bacteria,Actinobacteria,2292395,541
MASTER_WP4_FFoQSI_1__VB-04-BG__bin.35,Bacteria,Actinobacteria,2526936,566
MASTER_WP4_FFoQSI_1__VB-06-BG__bin.24,Bacteria,Actinobacteria,1584971,381
MASTER_WP4_FFoQSI_2__VB08-30__bin.12,Bacteria,Actinobacteria,3130706,613
MASTER_WP4_CSIC_2__P2558__bin.46,Bacteria,Actinobacteria,1659377,405
MASTER_WP4_FFoQSI_1__VB-03-M5__bin.10,Bacteria,Actinobacteria,723996,198
